,source,album,artist,date,review,score
7258,Classic Rock Magazine,the-bela-session,bauhaus,"Dec  3, 2018","
                                bela lugosis dead happy accident rest material finds band fumbling direction even touching ska eerie delay appeared invent sound dec  p
                            ",6.0
7259,Under The Radar,the-bela-session,bauhaus,"Dec  3, 2018","
                                diehard bauhaus collectors need bela session shrine
                            ",5.0
7260,The Wire,love-in-the-time-of-lexapro-ep,oneohtrix-point-never,"Dec  4, 2018","
                                lopatin’s earlier work often evoked sense simultaneous need impossibility lovemost notably chris de burgh sampling “nobody here”the music seems strive immediacy jan  p
                            ",8.0
7261,Drowned In Sound,love-in-the-time-of-lexapro-ep,oneohtrix-point-never,"Dec  4, 2018","
                                amidst madness oneohtrix point never’s music songs hit core humanity therein lie beauty
                            ",8.0
7262,Resident Advisor,love-in-the-time-of-lexapro-ep,oneohtrix-point-never,"Dec  4, 2018","
                                tracks love time lexapro last known image song though dreamscapes ineffable yearning eps cuts feel almost like letdown though degrees
                            ",7.6
7263,PopMatters,love-in-the-time-of-lexapro-ep,oneohtrix-point-never,"Jan 14, 2019","
                                brief pleasant aside decades worth conceptually demanding music
                            ",7.0
7264,Pitchfork,love-in-the-time-of-lexapro-ep,oneohtrix-point-never,"Dec  4, 2018","
                                mazelike worlds conjured age garden delete love time lexapro plays disappointingly straight
                            ",6.5
7265,The Telegraph (UK),delta,mumford-sons,"Nov 15, 2018","
                                delta best album yet spiritual solace wrapped secular anthems
                            ",10.0
7266,Paste Magazine,delta,mumford-sons,"Nov 14, 2018","
                                mumford son resisted temptation upend sound commercial ends album carefully chosen material plumbing even deeper declinations lyrical insight it’s strategy pays along increasing anticipation results better set songs overall 
                            ",8.5
7267,Entertainment Weekly,delta,mumford-sons,"Nov 21, 2018","
                                delta provides mumford  sons wide range inventive expressions allowing stay true essence blending rustic quality past majestic approach underscores heavier themes record  nov  p
                            ",8.3
7268,American Songwriter,delta,mumford-sons,"Nov 14, 2018","
                                everything weighed import become wearying  longish songs still people relate universal doubts fears often stirringly evoked music lyrics delta mumford  sons know strengths play well proving much catharsis better notenough
                            ",7.0
7269,Consequence of Sound,delta,mumford-sons,"Nov 15, 2018","
                                though “experimental” may bit overstatement best parts delta prove hands right producer mumford  sons remain capable recording radioready earworms challenge expectations little least still retaining major qualities made superstars first place
                            ",6.7
7270,Q Magazine,delta,mumford-sons,"Nov 20, 2018","
                                delta reveals layers would thought often though moments interest get flattened wave arenaready bombast jan  p
                            ",6.0
7271,Mojo,delta,mumford-sons,"Nov 19, 2018","
                                band need shrink back little switch emotional windmachine work make personal less impersonal jan  p
                            ",6.0
7272,New Musical Express (NME),delta,mumford-sons,"Nov 16, 2018","
                                standout momentsthe aforementioned ‘beloved’ fullhearted chorus lead single ‘guiding light’ delicate tinkle piano underpinned dog barking distance ‘october skies’but must sift sprawling  tracks find them
                            ",6.0
7273,Uncut,delta,mumford-sons,"Nov 15, 2018","
                                fourth album pretense rootsy authenticity gonethis machinetooled stadium pop producer paul epworth brian eno role jan  p
                            ",6.0
7274,The Independent (UK),delta,mumford-sons,"Nov 14, 2018","
                                delta good notgreat
                            ",6.0
7275,Pitchfork,delta,mumford-sons,"Nov 20, 2018","
                                album reformed jugband compatriots paradoxically reach musical approach complex approachable instead landing squarely realm mediocrity
                            ",5.8
7276,Sputnikmusic,delta,mumford-sons,"Nov 19, 2018","
                                it’s series surprisingly coherent original steps forward followed series steps backwards sideways i’d venture say that’s better continuing rummage around status quo least even cumulative results still decidedly average
                            ",5.0
7277,AllMusic,delta,mumford-sons,"Nov 15, 2018","
                                kind wellmanicured production paired series songs focused internal journeys ultimately lulling effect pulse soft turned electronic emotion intentionally encased digital cocoon one flattens groups bold accents embrace vocoders turns delta soft shimmering background music ideal soothing setting youd like
                            ",5.0
